dataset,target,seed,k_partners,epv_target,w_nweight,w_oracle,w_cv,auprc_merge,auprc_local,auprc_oracle,auprc_cv,auprc_w0,auprc_w1,auprc_w2,auprc_w3,auprc_w4,auprc_w5,auprc_w6,auprc_w7,auprc_w8,auprc_w9,auprc_w10
mimic_sites_unit_x_system,CCU-care,4,3,11.0,0.21009570855202223,0.7,0.7,0.32698635559569666,0.3408900201401287,0.3409171360839282,0.3409171360839282,0.32698635559569666,0.3295148047519244,0.3325782746476198,0.33616530808501777,0.33965070305010814,0.33965620304601146,0.3407477293666851,0.3409171360839282,0.34049721067469607,0.34012852816979094,0.3408900201401287
mimic_sites_unit_x_system,CCU-care,5,3,11.0,0.21009570855202223,1.0,0.6,0.3165732983523482,0.3366386667433228,0.3366386667433228,0.33173697526376483,0.3165732983523482,0.3197096491017291,0.3223032259022066,0.324131930403692,0.32593342549568116,0.3281427984914732,0.33173697526376483,0.3328308834751012,0.33393740872265415,0.336316024552657,0.3366386667433228
mimic_sites_unit_x_system,CCU-care,6,3,11.0,0.21009570855202223,1.0,0.7,0.30734106173362136,0.31651553696508555,0.31651553696508555,0.3164662908153781,0.30734106173362136,0.3091158742320189,0.31168107619264335,0.31235508820877533,0.3147527155654209,0.3154050560260376,0.31523778032132393,0.3164662908153781,0.3158905899002912,0.316358492118923,0.31651553696508555
mimic_sites_unit_x_system,CCU-care,7,3,11.0,0.21009570855202223,0.7,1.0,0.4006398766316115,0.4119196570545372,0.41669560487537044,0.4119196570545372,0.4006398766316115,0.4062083758881724,0.4083555786697712,0.41197742156484646,0.41462082473969797,0.4155362513384825,0.4154987848675363,0.41669560487537044,0.4149619864783288,0.41247621819449776,0.4119196570545372
mimic_sites_unit_x_system,CCU-care,8,3,11.0,0.21009570855202223,1.0,0.8,0.346244652283532,0.35378015488636405,0.35378015488636405,0.35338356916241076,0.346244652283532,0.34753153697756767,0.3479630273414528,0.34953578057693857,0.3496243948418636,0.3507772408327261,0.35160063747523246,0.353274019167711,0.35338356916241076,0.35376571257806366,0.35378015488636405
mimic_sites_unit_x_system,CCU-care,9,3,11.0,0.21009570855202223,0.5,1.0,0.29942359963839377,0.3036837550575051,0.3098859251659769,0.3036837550575051,0.29942359963839377,0.30073975977517575,0.3063795632173866,0.3083379663345183,0.3086734674762455,0.3098859251659769,0.30930810809015924,0.30741935923659025,0.3062427809171052,0.30446034414225487,0.3036837550575051
mimic_sites_unit_x_system,CCU-care,0,1,11.0,0.5914819643633203,0.8,0.7,0.32753831378858944,0.33201643936984526,0.3344145711325758,0.33296057659765776,0.32753831378858944,0.3298664178628805,0.32711628088447237,0.3291550525820366,0.33020702987241757,0.3316171673303301,0.33199810535495017,0.33296057659765776,0.3344145711325758,0.3343717752575161,0.33201643936984526
mimic_sites_unit_x_system,CCU-care,1,1,11.0,0.5914819643633203,0.7,1.0,0.38310306416401746,0.39250002606980045,0.39423519032272797,0.39250002606980045,0.38310306416401746,0.3844054078686094,0.38559793665505343,0.388223529711211,0.3897845254365281,0.3910453243003181,0.3931261470051097,0.39423519032272797,0.39395476771929205,0.3929792906152454,0.39250002606980045
mimic_sites_unit_x_system,CCU-care,2,1,11.0,0.5914819643633203,0.6,0.8,0.3656370840636822,0.378883926660872,0.37987768784877696,0.3789316923392775,0.3656370840636822,0.3696630503441366,0.3726143252716555,0.3746317471966022,0.375914224912229,0.37881018467856303,0.37987768784877696,0.378875915966261,0.3789316923392775,0.37857282045897117,0.378883926660872
mimic_sites_unit_x_system,CCU-care,3,1,11.0,0.5914819643633203,0.8,0.8,0.36765016744722884,0.37873759471135937,0.3793918859980243,0.3793918859980243,0.36765016744722884,0.3684882993614914,0.3709127189246434,0.37365876575423207,0.3741501325844739,0.37662656881251355,0.37722730466766907,0.3789061229716181,0.3793918859980243,0.3776891059240632,0.37873759471135937
